[2009/05/24 23:49:03; ip=84.2.186.99] as?#Nem.
[2010/06/18 23:32:06; ip=80.98.29.207] színes?#Nem.
[2010/06/18 23:32:10; ip=80.98.29.207] hazsnláati tárgy?#Nem.
[2010/06/18 23:32:16; ip=80.98.29.207] süket vagy bazmeg??#Igen.
[2010/06/18 23:32:53; ip=80.98.29.207] he?#Nem.
[2010/06/18 23:33:00; ip=80.98.29.207] lezbi vagyok?#Nem.
[2010/06/18 23:33:31; ip=80.98.29.207] andrisnak tetszek?#Igen.
[2010/06/18 23:33:37; ip=80.98.29.207] jó lesz a buli holnap?#Nem.
[2010/06/18 23:34:16; ip=89.135.49.11] alíz leszbikus?#Igen.
[2010/06/18 23:34:30; ip=89.135.49.11] biztos vagy benne?#Igen.
[2010/06/18 23:34:53; ip=89.135.49.11] z-vel kell írni h leszbikus?#Nem.
[2010/06/18 23:35:07; ip=80.98.29.207] ezen a nyáron elfogom veszíteni a szüzességem?#Nem.
[2010/06/18 23:35:17; ip=89.135.49.11] alíz lezbikus?#Nem.
[2010/06/18 23:35:26; ip=89.135.49.11] biztos?#Igen.
[2010/06/18 23:35:27; ip=80.98.29.207] te ki vagy?#Eldöntendő kérdést kérek.
[2010/06/18 23:35:33; ip=89.135.49.11] most akkor leszbi vagy nem?#Igen.
[2010/06/18 23:35:45; ip=80.98.29.207] alíz lezbikus?#Nem.
[2010/06/18 23:35:47; ip=89.135.49.11] alíz a lányokat szereti?#Nem.
[2010/06/24 05:01:10; ip=88.132.30.105] basztál már?#Igen.
[2010/06/24 05:01:17; ip=88.132.30.105] szoptál már?#Nem.
[2010/06/24 05:01:32; ip=88.132.30.105] anyád tudja ,hogy geciszopó kurvafaszú csicska növendék vagy?#Eldöntendő kérdést kérek.
[2010/06/24 05:01:46; ip=88.132.30.105] szíttál már gecit?#Igen.
[2010/06/24 05:01:56; ip=88.132.30.105] tudod ki az a márk?#Eldöntendő kérdést kérek.
[2010/06/24 05:02:24; ip=88.132.30.105] márk vagy?#Igen.
[2010/06/24 05:02:30; ip=88.132.30.105] szereted a fasztot?#Nem.
[2010/06/24 05:03:04; ip=88.132.30.105] maya szereti a fasztot?#Igen.
[2010/06/24 05:03:37; ip=88.132.30.105] és a kuki golyót?#Eldöntendő kérdést kérek.
[2010/06/24 05:03:54; ip=88.132.30.105] pöhm gabriella szereti a gojszlit?#Nem.
[2010/06/24 05:04:07; ip=88.132.30.105] mayácska szereti a kukit nyalni?#Eldöntendő kérdést kérek.
[2010/07/01 20:50:45; ip=81.182.180.178] andrás?#Igen.
[2010/07/01 20:51:02; ip=81.182.180.178] személy?#Nem.
[2010/07/01 20:51:08; ip=81.182.180.178] állat?#Igen.
[2010/07/01 20:51:17; ip=81.182.180.178] teknős?#Igen.
[2010/07/01 20:51:26; ip=81.182.180.178] teknős andrás?#Nem.
[2010/07/01 20:51:34; ip=81.182.180.178] teknős béka andrás?#Igen.
[2010/07/01 20:51:42; ip=81.182.180.178] teknős béka hülye andrás?#Igen.
[2010/07/01 20:51:51; ip=81.182.180.178] teknős béka hülye andrás béla?#Igen.
[2010/07/01 20:51:56; ip=81.182.180.178] teknős béka hülye andrás béla jános?#Igen.
[2010/07/01 20:52:01; ip=81.182.180.178] teknős béka?#Nem.
[2010/07/01 20:52:10; ip=81.182.180.178] tárgy?#Nem.
[2010/07/01 20:52:14; ip=81.182.180.178] tárgyszín?#Nem.
[2010/07/01 20:52:20; ip=81.182.180.178] szín?#Igen.
[2010/07/01 20:52:28; ip=81.182.180.178] piros?#Nem.
[2010/07/01 20:52:36; ip=81.182.180.178] kék?#Igen.
[2010/07/07 01:01:09; ip=89.132.54.203] igen?#Nem.
[2010/07/07 01:01:14; ip=89.132.54.203] igen?#Igen.
[2010/07/07 01:01:23; ip=89.132.54.203] nem?#Nem.
[2010/07/07 01:01:25; ip=89.132.54.203] igen?#Nem.
[2010/07/10 00:35:36; ip=89.132.219.143] 10 éves?#Nem.
[2010/07/10 00:35:43; ip=89.132.219.143] él?#Igen.
[2010/07/10 00:35:49; ip=89.132.219.143] nő?#Nem.
[2010/07/10 00:35:55; ip=89.132.219.143] férfi?#Igen.
[2010/07/10 00:36:02; ip=89.132.219.143] híres?#Igen.
[2010/07/10 00:36:09; ip=89.132.219.143] színész?#Nem.
[2010/07/10 00:36:16; ip=89.132.219.143] tudós?#Nem.
[2010/07/10 00:36:20; ip=89.132.219.143] politikus?#Nem.
[2010/07/10 00:36:40; ip=89.132.219.143] 60 évnél öregebb?#Nem.
[2010/07/10 00:36:48; ip=89.132.219.143] 60 évnél fiatalabb?#Nem.
[2010/07/10 00:36:53; ip=89.132.219.143] 60 évnél fiatalabb?#Nem.
[2010/07/10 00:36:54; ip=89.132.219.143] 60 évnél fiatalabb?#Nem.
[2010/07/10 00:37:26; ip=89.132.219.143] te?#Nem.
[2010/07/10 00:37:29; ip=89.132.219.143] teén?#Nem.
[2010/07/10 00:37:32; ip=89.132.219.143] teén?#Nem.
[2010/07/11 09:42:28; ip=62.68.176.71] nő?#Nem.
[2010/07/11 09:42:52; ip=62.68.176.71] magyar?#Nem.
[2010/07/11 09:43:25; ip=62.68.176.71] európai?#Igen.
[2010/07/11 09:43:44; ip=62.68.176.71] sportoló?#Nem.
[2010/07/11 09:44:07; ip=62.68.176.71] szinész?#Igen.
[2010/07/11 09:45:59; ip=62.68.176.71] közép europai?#Igen.
[2010/07/11 09:46:46; ip=62.68.176.71] sorozatokban játszik?#Igen.
[2010/07/11 09:47:52; ip=83.216.52.155] krimi sorozat?#Eldöntendő kérdést kérek.
[2010/07/11 09:48:24; ip=83.216.52.155] török nemzetiségű?#Nem.
[2010/07/11 09:48:47; ip=83.216.52.155] német sorozat?#Nem.
[2010/07/11 09:49:49; ip=83.216.52.155] nő?#Igen.
[2010/07/11 09:50:09; ip=83.216.52.155] európai?#Nem.
[2010/07/11 09:50:27; ip=83.216.52.155] szinész?#Nem.
[2010/07/11 09:50:41; ip=83.216.52.155] író?#Igen.
[2010/07/11 09:51:01; ip=83.216.52.155] amerikai?#Igen.
[2010/07/11 09:51:46; ip=83.216.52.155] bestseller író?#Nem.
[2010/07/11 19:10:30; ip=77.111.78.199] nő?#Igen.
[2010/07/11 19:10:52; ip=77.111.78.199] európai?#Nem.
[2010/07/11 19:11:19; ip=77.111.78.199] amerikai?#Igen.
[2010/07/11 19:11:37; ip=77.111.78.199] szinész?#Nem.
[2010/07/11 19:11:58; ip=77.111.78.199] író?#Igen.
[2010/07/12 19:01:11; ip=62.165.247.153] férfi?#Nem.
[2010/07/12 19:01:20; ip=62.165.247.153] >20?#Igen.
[2010/07/12 19:01:25; ip=62.165.247.153] >50?#Igen.
[2010/07/12 19:01:27; ip=62.165.247.153] >100?#Igen.
[2010/07/12 19:01:29; ip=62.165.247.153] 100?#Igen.
[2010/07/12 19:01:42; ip=62.165.247.153] Öregebb, mint 10 év?#Nem.
[2010/07/12 19:01:56; ip=62.165.247.153] szőke?#Nem.
[2010/07/12 19:01:59; ip=62.165.247.153] fekete?#Nem.
[2010/07/12 19:02:01; ip=62.165.247.153] barna?#Nem.
[2010/07/12 19:02:07; ip=62.165.247.153] vörös?#Nem.
[2010/07/13 22:26:05; ip=92.249.157.182] fiú?#Nem.
[2010/07/13 22:26:18; ip=92.249.157.182] lány?#Igen.
[2010/07/13 22:26:23; ip=92.249.157.182] anyád?#Igen.
[2010/07/13 22:26:39; ip=92.249.157.182] magas?#Nem.
[2010/07/13 22:26:47; ip=92.249.157.182] magas?#Nem.
[2010/07/14 16:27:06; ip=195.144.20.210] híres?#Nem.
[2010/07/20 09:05:51; ip=91.82.35.167] igen?#Igen.
[2010/07/20 09:05:55; ip=91.82.35.167] igen?#Igen.
[2010/07/20 09:06:19; ip=91.82.35.167] xx?#Nem.
[2010/07/20 09:06:26; ip=91.82.35.167] jozsi?#Nem.
[2010/08/01 17:19:27; ip=77.111.81.129] nő?#Igen.
[2010/08/01 17:21:20; ip=77.111.81.129] magyar?#Igen.
[2010/08/01 17:21:44; ip=77.111.81.129] szinész?#Nem.
[2010/08/01 17:22:09; ip=77.111.81.129] író?#Igen.
[2010/08/19 14:21:54; ip=81.183.39.41] kiszel tünde?#Nem.
[2010/08/19 14:21:59; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:08; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:10; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:10; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:10; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:10; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:11; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:11; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:11; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:12; ip=81.183.39.41] andrás?#Igen.
[2010/08/19 14:22:12; ip=81.183.39.41] andrás?#Igen.
[2010/08/22 13:26:23; ip=78.92.213.150] szeret?#Nem.
[2010/09/03 15:23:57; ip=84.0.189.122] elemér?#Nem.
[2010/09/03 15:24:08; ip=84.0.189.122] anyád?#Igen.
[2010/09/03 15:24:15; ip=84.0.189.122] anyám?#Igen.
[2010/09/03 15:24:19; ip=84.0.189.122] anya?#Igen.
[2010/09/03 15:24:35; ip=84.0.189.122] ismerem?#Igen.
[2010/09/14 03:19:00; ip=85.67.34.210] nem?#Igen.
[2010/09/14 03:19:09; ip=85.67.34.210] igen?#Igen.
[2010/09/14 03:19:14; ip=85.67.34.210] igen?#Igen.
[2010/09/14 03:19:15; ip=85.67.34.210] igen?#Igen.
[2010/09/14 03:19:15; ip=85.67.34.210] igen?#Igen.
[2010/09/14 03:19:24; ip=85.67.34.210] én?#Nem.
[2010/09/14 03:19:29; ip=85.67.34.210] te?#Igen.
[2010/09/20 19:21:56; ip=94.248.139.202] feri?#Nem.
[2010/09/20 19:22:10; ip=94.248.139.202] magas?#Nem.
[2010/09/20 19:22:17; ip=94.248.139.202] nő?#Nem.
[2010/09/20 19:22:33; ip=94.248.139.202] egyik sem?#Igen.
[2010/09/20 19:22:48; ip=94.248.139.202] hermafrodita?#Nem.
[2010/09/20 19:22:58; ip=94.248.139.202] lady gaga?#Nem.
[2010/09/20 19:23:22; ip=94.248.139.202] nő?#Igen.
[2010/09/20 19:23:33; ip=94.248.139.202] magyar?#Igen.
[2010/09/20 19:23:41; ip=94.248.139.202] sztár?#Igen.
[2010/09/20 19:24:12; ip=94.248.139.202] színésznő?#Igen.
[2010/09/20 19:24:19; ip=94.248.139.202] szőke?#Nem.
[2010/09/20 19:24:25; ip=94.248.139.202] vörös?#Nem.
[2010/09/20 19:24:30; ip=94.248.139.202] barna?#Nem.
[2010/09/20 19:24:36; ip=94.248.139.202] fekete?#Nem.
[2010/09/20 19:24:51; ip=94.248.139.202] van haja?#Nem.
[2010/09/20 19:24:57; ip=94.248.139.202] kopasz?#Nem.
[2010/09/20 19:25:08; ip=94.248.139.202] parókás?#Nem.
[2010/09/20 19:25:15; ip=94.248.139.202] póthaja van?#Igen.
[2010/09/20 19:25:42; ip=94.248.139.202] kiszel tünde?#Nem.
[2010/09/20 19:25:48; ip=94.248.139.202] xd?#Igen.
[2010/09/20 19:26:00; ip=94.248.139.202] váóóó?#Nem.
[2010/09/20 19:26:05; ip=94.248.139.202] xd?#Igen.
[2010/09/20 19:26:10; ip=94.248.139.202] zsír?#Igen.
[2010/09/20 19:26:18; ip=94.248.139.202] dagadt?#Nem.
[2010/09/20 19:26:24; ip=94.248.139.202] vékony?#Igen.
[2010/09/20 19:26:38; ip=94.248.139.202] fiatal?#Igen.
[2010/09/20 19:26:54; ip=94.248.139.202] tv-be szerepel?#Nem.
[2010/09/20 19:27:05; ip=94.248.139.202] színházban?#Nem.
[2010/09/20 19:27:14; ip=94.248.139.202] operában?#Nem.
[2010/09/26 12:58:03; ip=94.248.139.202] él?#Nem.
[2010/09/26 12:58:14; ip=94.248.139.202] nem él?#Nem.
[2010/09/26 12:58:23; ip=94.248.139.202] buzi vagy?#Igen.
[2010/09/26 12:58:32; ip=94.248.139.202] anyád tudja?#Nem.
[2010/09/26 12:58:51; ip=94.248.139.202] él?#Nem.
[2010/09/26 12:58:56; ip=94.248.139.202] nő?#Igen.
[2010/09/26 12:59:04; ip=94.248.139.202] nő a melled?#Nem.
[2010/09/26 12:59:12; ip=94.248.139.202] magyar?#Igen.
[2010/09/26 12:59:22; ip=94.248.139.202] 170cm magas?#Nem.
[2010/09/26 12:59:27; ip=94.248.139.202] 171cm magas?#Igen.
[2010/09/26 12:59:34; ip=94.248.139.202] 172cm magas?#Nem.
[2010/09/26 12:59:45; ip=94.248.139.202] pornósztár?#Igen.
[2010/09/26 12:59:52; ip=94.248.139.202] tóth adrienn?#Igen.
[2010/09/26 13:00:24; ip=94.248.139.202] béla?#Igen.
[2010/09/26 13:00:36; ip=94.248.139.202] józsi?#Nem.
[2010/09/26 13:00:39; ip=94.248.139.202] józsi?#Igen.
[2010/09/26 13:00:46; ip=94.248.139.202] én?#Nem.
[2010/09/26 13:00:51; ip=94.248.139.202] te?#Igen.
[2010/09/26 13:00:57; ip=94.248.139.202] irén?#Nem.
[2010/09/26 13:01:11; ip=94.248.139.202] kiszel tünde?#Nem.
[2010/09/26 13:01:14; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:20; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:21; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:22; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:22; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:22; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:22; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/09/26 13:01:23; ip=94.248.139.202] kiszel tünde?#Igen.
[2010/10/11 20:28:59; ip=89.135.199.205] igen?#Nem.
[2010/10/11 20:29:07; ip=89.135.199.205] igen?#Igen.
[2010/10/11 20:29:19; ip=89.135.199.205] nem?#Nem.
[2010/10/11 20:29:23; ip=89.135.199.205] rosz?#Igen.
[2010/10/11 20:29:40; ip=89.135.199.205] buzi vagy?#Nem.
[2010/10/11 20:29:53; ip=89.135.199.205] és szűz vagy még?#Igen.
[2010/10/11 20:30:11; ip=89.135.199.205] tököndöfömcsütörtökön?#Nem.
[2010/10/11 20:30:19; ip=89.135.199.205] anyukád nő?#Igen.
[2010/10/11 20:30:24; ip=89.135.199.205] apukád?#Igen.
[2010/10/11 20:30:30; ip=89.135.199.205] apukád is nő?#Igen.
[2010/10/11 20:30:40; ip=89.135.199.205] akkor te biztos nem vagy buzi?#Igen.
[2010/10/12 16:11:52; ip=80.98.210.241] fiú?#Igen.
[2010/10/12 16:11:57; ip=80.98.210.241] nem lány?#Igen.
[2010/10/14 18:46:26; ip=82.141.159.94] petőfi sándor?#Igen.
[2010/10/14 18:46:29; ip=82.141.159.94] petőfi sándor?#Igen.
[2010/10/14 18:46:45; ip=82.141.159.94] arany jánosnak 5 gyereke volt?#Nem.
[2010/10/19 02:33:47; ip=195.56.233.11] férfi?#Nem.
[2010/10/19 02:34:01; ip=195.56.233.11] magyar?#Igen.
[2010/10/19 02:34:08; ip=195.56.233.11] sportoló?#Igen.
[2010/10/19 02:34:14; ip=195.56.233.11] úszó?#Nem.
[2010/10/19 02:34:21; ip=195.56.233.11] élő?#Nem.
[2010/10/19 02:34:31; ip=195.56.233.11] olimpikon?#Nem.
[2010/10/19 02:34:46; ip=195.56.233.11] férfi?#Nem.
[2010/10/19 02:34:49; ip=195.56.233.11] nő?#Igen.
[2010/10/19 02:35:10; ip=195.56.233.11] atléta?#Igen.
[2010/10/19 02:35:15; ip=195.56.233.11] futó?#Nem.
[2010/10/19 02:35:23; ip=195.56.233.11] távolugró?#Igen.
[2010/10/19 02:35:55; ip=195.56.233.11] olga?#Igen.
[2010/10/19 02:36:06; ip=195.56.233.11] gyarmati olga?#Nem.
[2010/10/19 02:36:45; ip=195.56.233.11] gyarmati?#Nem.
[2010/10/19 02:38:48; ip=195.56.233.11] nő?#Nem.
[2010/10/19 02:38:54; ip=195.56.233.11] magyar?#Nem.
[2010/10/19 02:39:00; ip=195.56.233.11] sportoló?#Nem.
[2010/10/19 02:39:06; ip=195.56.233.11] politikus?#Nem.
[2010/10/19 02:39:12; ip=195.56.233.11] tudós?#Nem.
[2010/10/19 02:39:18; ip=195.56.233.11] felfedező?#Igen.
[2010/10/19 02:39:25; ip=195.56.233.11] spanyol?#Igen.
[2010/10/19 02:39:31; ip=195.56.233.11] colombus?#Igen.
[2010/10/19 02:39:38; ip=195.56.233.11] colombus kristof?#Igen.
[2010/10/19 02:39:51; ip=195.56.233.11] buzi?#Nem.
[2010/10/19 02:39:56; ip=195.56.233.11] nő?#Igen.
[2010/10/19 02:40:02; ip=195.56.233.11] sportoló?#Igen.
[2010/10/19 02:40:09; ip=195.56.233.11] olga?#Igen.
[2010/10/19 02:40:14; ip=195.56.233.11] atléta?#Igen.
[2010/10/19 02:40:21; ip=195.56.233.11] magasugró?#Nem.
[2010/10/19 02:40:26; ip=195.56.233.11] távolugró?#Igen.
[2010/10/19 02:40:33; ip=195.56.233.11] olimpikon?#Nem.
[2010/10/19 02:40:37; ip=195.56.233.11] vasas?#Igen.
[2010/10/19 02:40:43; ip=195.56.233.11] halott?#Nem.
[2010/10/19 02:40:48; ip=195.56.233.11] élő?#Nem.
[2010/10/19 02:40:54; ip=195.56.233.11] kitalált?#Igen.
[2010/10/19 02:41:06; ip=195.56.233.11] vasas olga?#Nem.
[2010/10/20 20:04:56; ip=91.83.174.127] kesha?#Nem.
[2010/10/20 20:05:13; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:16; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:17; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:18; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:18; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:18; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:19; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:19; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:20; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:21; ip=91.83.174.127] csonka andrás?#Igen.
[2010/10/20 20:05:40; ip=91.83.174.127] gálvölgyi jános?#Igen.
[2010/10/20 20:05:50; ip=91.83.174.127] zalatnai sarolta?#Nem.
[2010/10/20 20:05:59; ip=91.83.174.127] czigány máté?#Igen.
[2010/10/20 20:06:05; ip=91.83.174.127] varga martin?#Nem.
[2010/10/25 13:35:07; ip=195.228.70.40] katona?#Igen.
[2010/10/25 13:35:14; ip=195.228.70.40] él?#Igen.
[2010/10/25 13:35:20; ip=195.228.70.40] magyar?#Nem.
[2010/10/25 13:35:28; ip=195.228.70.40] európai?#Igen.
[2010/10/25 13:35:33; ip=195.228.70.40] angol?#Nem.
[2010/10/25 13:35:38; ip=195.228.70.40] francia?#Igen.
[2010/10/25 13:35:51; ip=195.228.70.40] magas rangú?#Nem.
[2010/10/25 13:36:00; ip=195.228.70.40] egy személy?#Igen.
[2010/10/25 13:36:08; ip=195.228.70.40] magas?#Nem.
[2010/10/25 13:36:14; ip=195.228.70.40] alacsony?#Nem.
[2010/10/25 13:36:19; ip=195.228.70.40] átlagos?#Nem.
[2010/10/25 13:36:34; ip=195.228.70.40] belga?#Nem.
[2010/10/25 13:37:00; ip=195.228.70.40] idegenlégiós?#Nem.
[2010/10/25 13:37:05; ip=195.228.70.40] katona?#Igen.
[2010/10/25 13:37:15; ip=195.228.70.40] nyugállományú?#Nem.
[2010/10/25 13:37:18; ip=195.228.70.40] aktív?#Igen.
[2010/10/25 13:37:28; ip=195.228.70.40] idős?#Igen.
[2010/10/25 13:37:33; ip=195.228.70.40] fiatal?#Nem.
[2010/10/25 13:37:39; ip=195.228.70.40] középkorú?#Nem.
[2010/10/25 13:38:14; ip=195.228.70.40] híres?#Igen.
[2010/10/25 13:38:41; ip=195.228.70.40] ezredes?#Igen.
[2010/10/25 13:39:18; ip=195.228.70.40] őrnagy?#Igen.
[2010/10/25 13:39:26; ip=195.228.70.40] tábornok?#Igen.
[2010/10/25 13:39:46; ip=195.228.70.40] író?#Nem.
[2010/10/25 13:39:51; ip=195.228.70.40] politikus?#Nem.
[2010/10/25 13:39:56; ip=195.228.70.40] államfő?#Nem.
[2010/11/12 21:19:21; ip=82.131.207.137] fiú?#Igen.
[2010/11/12 21:19:27; ip=82.131.207.137] van fasza?#Igen.
[2010/11/12 21:19:32; ip=82.131.207.137] híres?#Nem.
[2010/11/12 21:19:38; ip=82.131.207.137] két mellbimbója van?#Igen.
[2010/11/12 21:19:46; ip=82.131.207.137] három mellbimbója van?#Nem.
[2010/11/12 21:20:07; ip=82.131.207.137] három heréje van?#Igen.
[2010/11/12 21:20:13; ip=82.131.207.137] benke ădám?#Nem.
[2010/11/12 21:20:22; ip=82.131.207.137] akkor fogalmam sincs?#Nem.
[2010/11/13 19:12:58; ip=195.184.21.83] igen?#Igen.
[2010/11/13 19:13:03; ip=195.184.21.83] igen?#Igen.
[2010/11/13 19:13:04; ip=195.184.21.83] igen?#Igen.
[2010/11/13 19:13:12; ip=195.184.21.83] nem?#Nem.
[2010/11/13 19:13:16; ip=195.184.21.83] nem?#Nem.
[2010/11/13 19:13:23; ip=195.184.21.83] igen?#Nem.
[2010/11/13 19:13:25; ip=195.184.21.83] igennem?#Nem.
[2010/11/13 19:13:25; ip=195.184.21.83] igennem?#Nem.
[2010/11/13 19:13:26; ip=195.184.21.83] igennem?#Nem.
[2010/11/13 19:13:26; ip=195.184.21.83] igennemsd?#Igen.
[2010/11/13 19:13:26; ip=195.184.21.83] igennemsdad?#Nem.
[2010/11/13 19:13:27; ip=195.184.21.83] igennemsdadasd?#Nem.
[2010/11/13 19:13:27; ip=195.184.21.83] igennemsdadas?#Igen.
[2010/11/13 19:13:27; ip=195.184.21.83] igennemsdadasdas?#Igen.
[2010/11/13 19:13:36; ip=195.184.21.83] illés béla?#Nem.
[2010/11/13 19:13:43; ip=195.184.21.83] hány éves?#Eldöntendő kérdést kérek.
[2010/11/13 19:13:52; ip=195.184.21.83] szereti a kocsikat?#Igen.
[2010/11/13 19:13:59; ip=195.184.21.83] stohl andrás?#Igen.
[2010/11/13 19:14:03; ip=195.184.21.83] stohl andrás?#Igen.
[2010/11/13 19:14:08; ip=195.184.21.83] illés béla?#Nem.
[2010/11/15 19:35:14; ip=178.164.138.83] fehér?#Nem.
[2010/11/15 19:35:20; ip=178.164.138.83] fekete?#Nem.
[2010/11/15 19:35:35; ip=178.164.138.83] huszadik századi?#Igen.
[2010/11/15 19:35:42; ip=178.164.138.83] író?#Igen.
[2010/11/15 19:35:47; ip=178.164.138.83] nő?#Igen.
[2010/11/15 19:35:58; ip=178.164.138.83] magyar?#Igen.
[2010/11/15 19:36:07; ip=178.164.138.83] cigány?#Igen.
[2010/11/15 19:36:15; ip=178.164.138.83] ukrán?#Nem.
[2010/11/16 16:53:27; ip=89.107.255.22] híres?#Nem.
[2010/11/16 16:53:41; ip=89.107.255.22] híres?#Nem.
[2010/11/16 16:53:42; ip=89.107.255.22] híres?#Nem.
[2010/11/16 16:53:48; ip=89.107.255.22] fiktív?#Nem.
[2010/11/16 16:53:54; ip=89.107.255.22] létező?#Nem.
[2010/11/16 16:54:11; ip=89.107.255.22] híres ember?#Igen.
[2010/11/16 16:54:21; ip=89.107.255.22] színész?#Nem.
[2010/11/16 16:54:45; ip=89.107.255.22] történelmi személy?#Eldöntendő kérdést kérek.
[2010/11/16 16:55:00; ip=89.107.255.22] történelmi személy?#Eldöntendő kérdést kérek.
[2010/11/16 16:55:09; ip=89.107.255.22] létező személy?#Igen.
[2010/11/16 16:55:14; ip=89.107.255.22] ma is él?#Nem.
[2010/11/16 16:55:27; ip=89.107.255.22] 1900 előtt élt?#Nem.
[2010/11/16 16:55:33; ip=89.107.255.22] 1900 után élt?#Nem.
[2010/11/16 16:55:42; ip=89.107.255.22] veled mi van?#Eldöntendő kérdést kérek.
[2010/11/16 16:55:52; ip=89.107.255.22] élt valaha?#Nem.
[2010/11/16 16:56:09; ip=89.107.255.22] fiktív személy?#Nem.
[2010/11/26 20:05:25; ip=89.132.192.250] ezt kérdezhetem?#Nem.
[2010/11/26 20:05:33; ip=89.132.192.250] miért nem?#Eldöntendő kérdést kérek.
[2010/11/26 20:05:46; ip=89.132.192.250] encsé?#Igen.
[2010/11/26 20:05:53; ip=89.132.192.250] nyertem?#Nem.
[2010/11/26 20:05:59; ip=89.132.192.250] miért?#Eldöntendő kérdést kérek.
[2010/11/26 20:06:06; ip=89.132.192.250] vesztettem?#Nem.
[2010/11/26 20:06:19; ip=89.132.192.250] egyenlő?#Nem.
[2010/12/01 22:56:19; ip=89.132.21.241] ismerem?#Nem.
[2010/12/01 22:56:25; ip=89.132.21.241] Élő személy?#Igen.
[2010/12/01 22:56:33; ip=89.132.21.241] televízióban látható?#Nem.
[2010/12/01 22:56:37; ip=89.132.21.241] férfi?#Nem.
[2010/12/01 22:56:40; ip=89.132.21.241] nő?#Igen.
[2010/12/01 22:56:46; ip=89.132.21.241] idős?#Nem.
[2010/12/01 22:56:50; ip=89.132.21.241] fiatal?#Igen.
[2010/12/01 22:56:55; ip=89.132.21.241] én vagyok?#Nem.
[2010/12/01 22:57:05; ip=89.132.21.241] 20 és 30 között van?#Igen.
[2010/12/01 22:57:13; ip=89.132.21.241] 25 éves?#Nem.
[2010/12/01 22:57:18; ip=89.132.21.241] 21 éves?#Igen.
[2010/12/01 22:57:24; ip=89.132.21.241] egyetemista?#Nem.
[2010/12/01 22:57:29; ip=89.132.21.241] van gyereke?#Igen.
[2010/12/01 22:57:37; ip=89.132.21.241] schodeinde dorka?#Nem.
[2010/12/01 22:57:43; ip=89.132.21.241] szokott baszni?#Nem.
[2010/12/01 22:57:48; ip=89.132.21.241] szűz még?#Igen.
[2010/12/01 22:57:55; ip=89.132.21.241] masztizni szokott?#Nem.
[2010/12/01 22:58:00; ip=89.132.21.241] szokta magát ujjazni?#Nem.
[2010/12/01 22:58:04; ip=89.132.21.241] látott már faszt?#Nem.
[2010/12/01 22:58:11; ip=89.132.21.241] szokott pornót nézni?#Igen.
[2010/12/01 22:58:19; ip=89.132.21.241] leszbipornót is néz?#Nem.
[2010/12/01 22:58:25; ip=89.132.21.241] hetero pornót néz?#Igen.
[2010/12/01 22:58:31; ip=89.132.21.241] szereti az arcraélvezést?#Nem.
[2010/12/01 22:58:38; ip=89.132.21.241] szereti a pinába élvezést?#Nem.
[2010/12/01 22:58:45; ip=89.132.21.241] szereti a testre élvezést?#Nem.
[2010/12/01 22:58:51; ip=89.132.21.241] szereti a seggbe élvezést?#Nem.
[2010/12/01 22:58:54; ip=89.132.21.241] szereti a seggbe élvezést nézni?#Nem.
[2010/12/01 22:59:03; ip=89.132.21.241] szereti a gumiba élvezést?#Igen.
[2010/12/01 22:59:10; ip=89.132.21.241] leszopna egy faszt?#Igen.
[2010/12/01 22:59:16; ip=89.132.21.241] lenyelné a gecit?#Igen.
[2010/12/01 22:59:21; ip=89.132.21.241] szabad a gazda?#Igen.
[2010/12/01 22:59:27; ip=89.132.21.241] ki ő?#Eldöntendő kérdést kérek.
[2010/12/01 22:59:33; ip=89.132.21.241] ki ő?#Eldöntendő kérdést kérek.
[2010/12/01 22:59:39; ip=89.132.21.241] megmondod ki ő?#Eldöntendő kérdést kérek.
